"Dsum","a[1]","a[2]","a[3]","a[4]","a[5]","a[6]","deviance","mu[1]","mu[2]","mu[3]","mu[4]","mu[5]","mu[6]","mu[7]","mu[8]","mu[9]","mu[10]","mu[11]","mu[12]","mu[13]","mu[14]","mu[15]","mu[16]","mu[17]","mu[18]","mu[19]","mu[20]","mu[21]","mu[22]","mu[23]","mu[24]","mu[25]","mu[26]","mu[27]","mu[28]","mu[29]","mu[30]","mu[31]","mu[32]","mu[33]","mu[34]","mu[35]","mu[36]","mu[37]","mu[38]","mu[39]","mu[40]","mu[41]","mu[42]","mu[43]","mu[44]","mu[45]","mu[46]","mu[47]","mu[48]","mu[49]","mu[50]","mu[51]","mu[52]"
40344.4236124831,-1006.81817488979,-1306.75844273758,397.015070269564,1892.2926556164,5675.50227138596,506.974304707523,453.506964147973,470592.003093026,780506.772484563,749297.661934415,686236.107973348,1117078.25855539,418933.148826716,787378.84415697,851033.659984584,719439.056421408,173332.64732406,744936.213549858,328026.650252892,753801.534570572,1136510.66729116,749454.286922102,148753.961884343,905384.827129852,327868.742988639,815288.971408141,734618.792816837,592263.288483635,185010.376920266,1059418.19459569,1182722.88052892,1040023.41910135,92719.3911326688,836006.935655892,462692.42222008,1412675.07708591,742203.846880043,1598480.35592417,575549.386656776,795203.403532223,674271.291663742,534464.735449501,555505.964177025,960249.113584862,489879.916456792,663355.188851748,813916.859421302,1404126.30532959,924298.51264253,1153652.03318421,1045387.47483219,1202101.9013701,881878.186924311,665382.889455502,300565.81457965,645859.751174758,709607.349788336,644429.029586998,886655.560367683
53124.5687281352,3439.98464665106,2445.83617551229,470.898380542137,-2905.39607748184,-2533.35437062842,1516.80321267242,461.633588482003,-555586.837009979,-241084.384165775,-196183.763984731,-18743.9525347546,-518040.939709246,-166232.261704851,-510887.323932142,-590933.390971828,-343411.290829644,-141423.817656564,-548898.172222424,-265005.841370592,-410726.125486862,-665756.172703803,-314675.236945723,-55792.1938891925,-375932.106772772,-182080.310818893,-501380.832591343,-523879.507303678,-381737.27044626,-195614.923295115,-589222.279999116,-630201.105557183,-458921.838787048,-78378.6281803434,-591870.972856809,-219185.476848613,-591782.511932582,-505581.523091277,-467074.03467616,-356857.390993859,-433156.53957201,-451029.62384963,-321698.322333428,-231550.956546279,-412794.214703726,-387829.434051267,-418046.200467995,-278740.332720126,-822932.116313741,-505442.816262636,-575676.407705187,-290788.616937046,-551495.140448918,-451138.418474632,-403803.549271089,-312920.329659852,-491872.476147646,-213790.32827913,-317262.315140979,-591637.399462407
257718.649830987,-1125.18591296529,-3691.56154603967,-407.526476598408,-1974.9521446363,-686.937446703635,623.932272002953,544.02351894711,-587316.7610783,-314457.191839877,-563081.904163609,-324831.958750272,-464483.380087533,-268022.066028272,-519899.406730148,-502435.263262825,-372290.017151108,-348857.923006275,-531196.505550103,-465386.23911376,-492594.398293921,-515831.045209281,-385068.275063916,-230000.476861658,-383681.670279345,-324051.14525156,-523736.812373073,-503793.200569909,-449747.367753354,-366494.567628824,-541770.242549096,-505176.463093372,-372383.199731026,-259533.487429327,-580611.70084282,-339792.031351537,-508130.166080706,-494518.533590957,-420209.914756118,-386902.875814333,-433547.513230775,-526151.921460302,-372202.08386947,-314762.632681006,-341969.053187253,-432284.501967689,-402899.699855572,-298363.653027614,-614444.950084631,-459443.22142568,-514577.575399324,-356776.854841042,-483127.983541503,-493688.782389556,-490834.387557858,-524452.989498098,-544056.350916839,-320046.213682099,-404698.963303044,-534014.073774342
390933.512514165,1959.97711488627,-4512.77240025983,1380.91996712194,-4077.85172343905,3850.98869543346,1351.83936696476,566.993733893768,-129789.563623406,196392.951778199,-300943.710104017,-440648.739180893,13118.9151061278,-54568.1941177462,-233283.80430093,-274247.433671059,-85626.8986563087,-380064.277211673,-406641.914967299,-634512.238348943,-182288.805765268,52994.8729866368,54084.1306657632,-161826.460329725,254632.030432346,-378500.258431467,-343529.498627862,-307976.679583339,-359171.685114366,-488818.384801207,-84580.3520203334,75127.7619489633,241652.445795473,-325826.535721002,-479844.050300454,-281494.702328619,160357.933594468,-361753.909252208,53728.0674396494,-170030.976022126,4183.55473957869,-466093.047489769,-239189.601548231,-80938.3309272469,288321.867502393,-393641.03327308,-172872.033741146,346447.736471599,19573.1887508467,-95017.9358551357,128537.385994228,274717.122684283,133710.443435564,-188201.626323264,-239695.409050963,-649606.375949085,-463665.033854247,110193.260850512,-129279.419899235,-260311.449395048
4303.26938320894,-4914.2615941987,-2647.43163456533,-1954.23000670199,6922.2803894847,2778.14803087875,4608.74395001563,339.315338078725,1470286.29907615,978862.118164643,1196239.90528352,1959547.80609832,1756205.02317522,557861.548516379,977218.702621039,1147164.31190554,1126325.755712,356783.056227077,1075717.86439759,1140827.17340677,1016247.71448631,1113656.15158722,917453.321300192,154824.410632414,763066.312232072,1022894.54323653,1551521.66832371,1017506.54352691,1111431.75995365,535044.603595377,1307502.77189872,1341081.35700757,981591.205080284,272397.895728464,1547853.68649977,1138432.68164894,2239131.18272106,1288498.48415615,948403.48381983,653391.150442351,708564.120783831,1477290.91032282,910204.536905521,968989.038092557,834452.852348488,817035.860604118,786631.884188254,632042.678161206,1677012.57963124,1280609.63001876,1230698.52198872,1562425.98005065,1425870.25523404,1388535.97016732,736103.786173479,747735.909057018,1004379.76170861,969109.64497811,945446.997871025,1115383.03415799
208617.803294186,1482.27475919652,-2743.73916931766,6697.5880294873,-18.2022905123795,318.028303129241,110.577009724753,537.938103899748,462508.69423693,460416.314360655,360561.256723963,502798.873638702,513824.983820335,263971.941492014,311060.259815456,227877.966675683,398209.519409552,578583.407476143,567324.029942627,448730.252839571,477297.158788224,373272.69619413,333820.207641299,341951.668305579,564348.032435116,217007.869151606,542446.31935454,604124.139468237,388766.838429253,348778.582713997,495068.380255528,364445.420890957,335407.624229931,193355.536295225,293021.708912728,306189.770558375,470755.503072544,369861.259007472,332882.008269599,394817.53233478,317857.27070696,426059.879043714,399912.159895835,250040.872799352,474183.042300369,488035.581897,331615.817848746,513384.861562277,571619.827697443,346009.137779503,486486.017735866,466512.182408676,362208.406844241,493584.332733674,712564.928880074,627951.975908032,628931.164997508,450283.003851701,425471.35304406,595033.806733614
223297.162910585,-3280.16077002082,2854.60658358421,509.11304196942,-5779.11933496811,-6666.74254286634,-4331.60674081083,544.938991313326,-837475.39278699,-1402035.26450297,-2073263.71821563,-778789.014869449,-2219906.21509843,-801933.408932102,-1324823.86804579,-1466250.87664987,-1425503.35255903,-421839.204727925,-1353348.40573263,-1096560.97084509,-1354591.95932965,-1723293.68983496,-1329100.61459331,-263762.325783557,-1327082.70159374,-1014884.06117944,-1774613.98826419,-1306494.90087518,-1268174.71590173,-521329.202693457,-1800640.00202366,-1941314.45537384,-1581381.36536488,-279040.171028849,-1745441.61803626,-1222075.53829945,-2817102.86062304,-1507195.78405489,-1242224.10972643,-947201.246186818,-1184900.71692211,-1596277.56555445,-1093139.68647932,-1179207.25093329,-1416988.6496457,-957992.704031126,-1091691.01304109,-1193684.90231616,-2313439.2646824,-1663245.11491979,-1828762.72977115,-2077027.06330251,-2040336.49091973,-1727449.02234961,-1084544.65290117,-769787.047787741,-1209466.48856097,-1336221.28049981,-1215922.05161981,-1479327.45772543
99110.6434756346,2094.12660288314,968.837114021175,-47.9110626113823,-973.201649664469,59.7279821139044,-909.804275278125,499.240394710545,-70889.1360940439,-112320.249914509,-117576.648295799,-85365.2435698539,-228018.507887875,-65894.8968482398,-80349.4084504622,-98946.231297343,-134416.38995152,-67569.1289438318,-120348.259159615,-177466.203609721,-116699.604877436,-87693.3616621528,-98194.9962572098,-15220.6656571479,-45433.4526835219,-150196.920047304,-216418.385899453,-122894.627457861,-141756.683159096,-67482.1801692734,-116827.315048078,-109917.393567998,-71346.4012349117,-29912.7506601556,-172835.253602354,-165388.955341146,-281915.507575994,-160992.449001383,-228564.431845001,-63093.4581965932,-37654.6827434207,-197204.13112962,-115806.834606239,-116889.500851773,-69126.979976368,-102861.695798235,-75554.1514412828,-51128.5324779622,-167530.529395154,-140250.840039827,-108856.628822948,-181955.064563106,-126068.160292544,-170111.497116957,-80961.6123079869,-118576.381894103,-129126.83676661,-122238.523613934,-109727.080694729,-117009.727359393
48006.5679109889,-946.904376765228,4584.84465261924,-3154.61010907854,-5666.45960968795,-2163.59582947385,5800.5462155109,467.207764738917,-340658.711134182,-289722.345722187,-695678.005951356,-1252835.80529771,-651473.896785491,-260801.912165213,-972413.476309431,-1044867.34672827,-506259.318265581,-723921.793239671,-1255349.29538144,-656440.923134723,-812571.297785213,-1126029.48990997,-441590.197070504,-369974.714148869,-659344.137674846,-280069.952059073,-910747.877557671,-1211143.54778592,-785483.765676767,-661224.632485814,-989390.85227279,-878983.884821638,-641746.768504779,-345657.527599266,-1016821.51761241,-326984.572520818,-485369.097285459,-933869.899536702,-1215778.57739335,-805009.010833933,-759527.12957325,-838637.669783313,-694447.563939982,-258952.269998454,-651814.895727878,-995039.335004683,-844313.712342082,-393918.843151726,-1370526.51584786,-818938.018925153,-901746.904801082,-26032.1110327386,-624624.595154398,-766072.119662881,-1081769.26067666,-1066858.73486954,-1270262.56076466,-261092.773736966,-608952.011942728,-1272994.36963643
382584.439467973,264.019288305882,-5289.19749129098,2804.22684891664,2072.67408009606,-2207.30281342286,-1568.36428435611,569.778059875845,-59797.0213715476,-152765.147008564,189707.869268764,15288.5181297355,-134101.788681559,-121232.68518619,17635.3881267464,11311.1856499357,-92606.970255075,286125.795288305,233754.73576916,248521.855231595,23855.5964099608,-145964.689142042,-185095.476455927,68291.937877841,-108122.725391192,50108.4712799157,173879.232133888,243458.815839354,133988.46004628,234193.611469676,-66141.8956255095,-212212.060989173,-255578.311737988,65365.9640937274,78621.0654149284,27776.4173672518,-276563.023480273,111174.166049972,-125905.622233633,61467.89407948,-126392.912651013,188341.456247853,86240.8524080485,-79168.5700039812,-158599.346796826,288904.053980535,40741.0574676238,-215161.883955211,-18911.0426173836,-33215.0530567502,-107485.300290523,-376405.015969778,-287495.515433994,33971.1379526164,221551.534126201,381297.915383371,315687.377645309,-125823.291386484,25721.4090958578,201698.656071773
511678.416699159,690.55932998462,-5240.97518327338,-2705.37918575235,657.819115283458,-2932.24211121237,-2157.31642546419,591.617001687194,-578747.55195076,-778146.788520066,-391683.045303887,-728647.336626896,-919802.800599342,-511616.859429447,-547052.652195972,-485796.783722325,-646315.401946066,-349738.164431985,-529968.179247754,-408913.663139606,-656617.105692724,-718032.755024413,-681083.16879951,-312227.15502589,-780643.473445895,-357964.665090454,-623258.504222795,-542915.123167205,-480020.66694293,-249746.401655277,-794488.876758111,-839876.706785421,-789912.883500888,-199816.07246475,-521993.999843769,-483210.847027825,-1101164.27399908,-535363.995200491,-452284.579252748,-503015.690938891,-602434.952029994,-538792.563393779,-488482.948818574,-553435.304652065,-787499.142170835,-396482.823326973,-513255.9518704,-817380.079041477,-893171.723303349,-660444.111460911,-849112.640686184,-1070831.66891008,-934754.576962524,-754842.335737561,-664536.298534576,-407127.274723206,-523166.632379586,-774924.160105988,-590369.244335342,-605688.835223266
3932.51314756205,-5508.21146767943,2144.30909163556,-1391.92727070684,27.9873319669127,4560.73570476055,1118.37645498663,342.37967070375,557730.613466233,542730.196060062,552422.264956255,385354.479499995,716417.082099545,298710.276735508,441390.307463062,490702.51243943,425230.855392547,-72412.9975314642,292555.342074556,29635.777918924,410831.7643561,724047.416660524,522199.388468044,43903.0105657274,586945.375025359,144137.791025395,369086.529422908,292386.76275123,273892.946087152,-26013.1107439173,633644.135168469,790183.93831631,747780.898083829,12298.243954865,434261.342472143,245232.073088965,963631.297074804,366814.485472379,564291.368320633,298863.170552017,521161.500445671,296601.757760289,247298.719184426,363502.227405883,641372.193132313,143024.502704324,358362.557508783,560637.401394664,825233.261351093,572381.930859607,744446.163153316,771199.844003432,846059.144664391,506600.83390131,254798.608288058,-71123.0121968347,184582.847780477,480053.759674037,357713.485823766,423482.059278322
237673.143068624,6622.53987179375,-7317.92562235311,-1491.20273007825,137.110765593165,939.81662079279,993.762519329843,548.450025720261,-190076.096022184,-94330.7146672242,-347604.571369854,-273678.878153963,-80712.2369073175,-216524.247963571,-225263.972069706,-199301.383298828,-205297.233059379,-373697.586060405,-337879.422241765,-342378.62289472,-298027.970622579,-152252.210315727,-175012.053389061,-303367.571988874,-184769.859981101,-173669.473888111,-185414.813658554,-233724.846292998,-204170.631993836,-279223.302701961,-233234.076966028,-168121.651374875,-153086.067279507,-295828.888316466,-251619.617135724,-164563.899186537,-15946.7052622281,-208888.335447958,-324277.677389755,-224529.580631385,-240465.882681801,-173300.413920852,-214234.574567195,-141028.764675527,-163691.431491078,-268433.59858188,-243702.792511487,-190773.207189416,-131493.411901925,-130753.863950953,-158985.128825626,-108928.52931615,-191100.311921013,-262462.628022057,-418269.465125491,-443155.026693884,-341149.359557242,-166204.583392203,-205151.992033487,-242005.977352916
118770.4323672,6701.5863213962,2202.17719714223,-3180.43378977406,188.784393820565,-964.814378385053,-3736.38037741109,500.642234837952,-523493.043532698,-577708.230446156,-575543.445641471,-122436.52747899,-719639.406839896,-262828.17397987,-159731.990456968,-121112.95336217,-471353.756041224,-234273.598992568,-273507.485387764,-362401.631868106,-365187.803230046,-249246.651994809,-387512.780441429,-131429.861423387,-450053.433531366,-337494.764486454,-509408.465236676,-287097.709510375,-314867.350952002,-124272.864510405,-413428.942897965,-404622.541794509,-392219.220503485,-56485.5880315135,-301787.551166431,-436968.881617677,-930649.447113113,-308020.807467549,-292448.30425288,-212508.83216745,-202059.604246783,-424983.485564042,-297553.542229629,-391771.400924718,-425263.156516465,-220922.933358791,-172911.993154162,-446493.388579219,-492503.09722136,-390269.216334068,-433635.591288083,-849616.45494345,-535944.358343029,-530032.363281828,-356597.00186897,-239882.575881331,-288049.013308655,-560679.881541102,-368768.531831987,-307163.577027533
1505790.85048373,2130.30094249174,-1691.05579553751,-1589.98672208231,-794.958344356103,850.340210415967,-159.112019083182,653.891426213841,-242756.288704147,-153056.127058228,-346504.885611721,-164546.497055037,-229308.617851863,-147208.304697659,-174096.777768634,-168828.401311785,-196642.5521484,-288283.939647093,-284482.50127274,-336711.917201651,-233191.970042823,-125262.166882884,-141718.669661017,-172447.672692603,-146456.909666793,-206302.534567415,-297240.278174247,-278406.608492582,-250376.422810206,-264305.102265029,-232017.809699682,-132790.987372642,-94918.233020088,-186672.51096675,-231637.950481341,-202144.694757084,-194731.022059016,-227858.032855296,-54581.0992967174,-186238.017546766,-133131.103311382,-285127.860467912,-203745.741933843,-137411.170198261,-116544.446106089,-255234.677079346,-154204.298041237,-133870.018838269,-202624.996301601,-180167.942485494,-176868.628742934,-190555.160553418,-148000.08003523,-256568.298147018,-309111.199957912,-367061.611018255,-312476.855001554,-174888.376734409,-205647.419590444,-256668.664527849
25235.2780012514,-1774.47839967754,2345.78023264422,-4030.66789897286,-1946.52806576774,2260.8960071956,-2414.96825399264,441.520781524964,-172678.914342398,-350925.424166963,-360662.465351981,-328763.176827313,-521994.611467545,-201153.5656157,-201061.354768245,-154068.172538126,-413723.194927716,-512669.850471228,-467655.764234219,-706473.120991104,-392222.08516561,-54889.3267747436,-216416.788540689,-243854.85873411,-220550.452160309,-480215.639191435,-646695.970322664,-455272.127694465,-450158.566731985,-401686.934954786,-319079.289025908,-146625.497924701,-77509.2854405378,-227924.520376705,-444453.852930767,-521344.271308741,-574647.213168776,-422152.787418396,-409077.960732609,-237522.087609557,-63181.3982857282,-624508.803835725,-418534.815539236,-324982.669772091,-155022.128457314,-446200.375547012,-196679.106588554,-164437.773206035,-338360.600903281,-300593.772227653,-198801.016569765,-485627.907380715,-219213.953222171,-516977.812036271,-489249.996659336,-665706.494376247,-559686.81710959,-398875.569528706,-376537.307198572,-399261.893062158
446134.625787923,519.575647344355,7763.61649391801,5171.25634862876,1859.37504397624,1851.03810516999,-1396.3229140772,577.640759419999,779859.109886732,828308.097537194,775598.798985858,929185.422696699,1116533.36124523,828225.184766402,980202.305919821,952643.80482639,892518.361997698,1021176.27527251,1247527.81553177,937855.554850095,1099385.24587027,1173222.57660447,917225.099334854,664311.008368769,1026817.8617514,564197.687363704,1064551.34345087,1308975.88708955,1054720.68670641,872964.179762139,1271493.31199819,1245081.5345065,974937.553156423,577535.215157767,960562.167796563,648897.096094795,960690.116711427,1018929.78419892,1049572.11938995,1027866.22017795,953333.369518184,969487.956851486,809233.85459067,607158.518826191,919167.935061833,1068611.80824049,831008.5339337,875073.949368947,1467365.41837032,1085486.52257007,1206588.93663186,988027.437884559,1147591.72723071,1113028.94028483,1265385.14466615,1117524.36552886,1244904.34247672,900257.889783003,928102.172891526,1276328.07843469
153360.384752275,404.856217689678,357.607310293227,6946.7606576345,-3003.66648337264,-1283.2138400478,-747.325773204686,529.343118429696,-1665.26229657589,98341.9270550368,218730.923773138,-61526.2714534282,-169971.75865629,56490.3824768488,-118379.522709911,-272947.737532188,-34716.1411680241,427617.335202614,68067.8917000107,17117.6875015967,52315.0561035771,-161939.562887114,-34997.4119816051,288437.163725343,213133.227221182,-137648.458053695,-96967.6614097043,118404.333444589,-53099.5095847196,143490.420600972,-81729.4183899918,-220848.318853992,-61787.980944371,116369.839842395,-351019.734696412,-98046.8703401545,-376344.41329512,-172489.421740685,152824.432259581,102508.202445769,-20498.0329615951,-149989.648119137,31295.3339501439,-98838.4822977942,104610.710804324,128015.439196404,-24255.5610063322,221713.774963567,-178226.326954722,-153574.615719029,-54045.3544713884,-86446.7896819875,-211460.139631368,-31036.5610533882,360607.194797201,291251.9706067,181964.429397755,118288.964491027,55689.3407431907,70577.4762718876
